Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,301
Base Time Seconds,1604707193
Base Time Fractional,.813742320
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,2.644277330432e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/06/2020,23:59:53,.813742320
2,2.418798272785e-09,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0099999541417,Volt DC,.01,T,2W,F,F,11/06/2020,23:59:54,.819550040
3,2.67560977818e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/06/2020,23:59:55,.493745380
4,-8.378889804206e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0300010237843,Volt DC,.1,T,2W,F,F,11/06/2020,23:59:56,.184030040
5,2.820827127437e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/06/2020,23:59:56,.853964380
6,2.763331075073e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/06/2020,23:59:57,.348846380
7,1.853799780349e-09,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0599988363683,Volt DC,.1,T,2W,F,F,11/06/2020,23:59:58,.349864940
8,2.790792841267e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/06/2020,23:59:59,.019817080
9,2.858041270315e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/06/2020,23:59:59,.514667300
10,1.727180065636e-09,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0899943262339,Volt DC,.1,T,2W,F,F,11/07/2020,00:00:00,.515649040
11,2.906162599459e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/07/2020,00:00:01,.185602160
12,4.46333459081e-09,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1099945828319,Volt DC,.1,T,2W,F,F,11/07/2020,00:00:02,.186629380
13,2.966095813406e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/07/2020,00:00:02,.856548080
14,2.93985440436e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/07/2020,00:00:03,.351399420
15,1.198337429287e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1399945467710,Volt DC,.1,T,2W,F,F,11/07/2020,00:00:04,.352379820
16,1.408879057863e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1499933749437,Volt DC,.1,T,2W,F,F,11/07/2020,00:00:04,.980827800
17,3.116142011095e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/07/2020,00:00:05,.285078420
18,2.55908840785e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1699946373701,Volt DC,.1,T,2W,F,F,11/07/2020,00:00:06,.286132800
19,3.180400298675e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1799963861704,Volt DC,.1,T,2W,F,F,11/07/2020,00:00:06,.914579180
20,4.251421259482e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1899935752153,Volt DC,.1,T,2W,F,F,11/07/2020,00:00:07,.542952260
21,5.395600055635e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1999969482422,Volt DC,.1,T,2W,F,F,11/07/2020,00:00:08,.171359480
22,3.92883023892e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,99099995300309345126152038574218750000.0000000000000,Volt DC,10000000000000,T,2W,F,F,11/07/2020,00:00:08,.475599620
23,9.033323067342e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2200147360563,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.165920200
24,1.157647062655e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2300110608339,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.266394120
25,1.491034140599e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2400051206350,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.366857160
26,1.92351180317e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2500016391277,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.467323380
27,2.483101582129e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2599844932556,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.567787320
28,3.215765218556e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2699813544750,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.668251320
29,4.168681755345e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2799769639969,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.768725620
30,5.41160488865e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2899688482285,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.869200540
31,7.04682236119e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2999567389488,Volt DC,1,T,2W,F,F,11/07/2020,00:00:09,.969656520
32,8.715623494027e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3077368140221,Volt DC,1,T,2W,F,F,11/07/2020,00:00:10,.070133780
33,1.009298330246e-06,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3126196563244,Volt DC,1,T,2W,F,F,11/07/2020,00:00:10,.170629460
34,1.579531613061e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.3299795389175,Volt DC,1,T,2W,F,F,11/07/2020,00:00:10,.588742020
35,2.076512373606e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.3399754762650,Volt DC,1,T,2W,F,F,11/07/2020,00:00:10,.673503420
36,2.732543407546e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.3499715030193,Volt DC,1,T,2W,F,F,11/07/2020,00:00:10,.758255520
37,3.599826413847e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.3599602580070,Volt DC,1,T,2W,F,F,11/07/2020,00:00:10,.843005840
