Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,301
Base Time Seconds,1604708366
Base Time Fractional,.071319720
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,-5.948163489533e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0019474006258,Volt DC,.01,T,2W,F,F,11/07/2020,00:19:26,.071319720
2,8.668637335729e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0087845828384,Volt DC,.01,T,2W,F,F,11/07/2020,00:19:27,.262900420
3,-1.181935972705e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0147835090756,Volt DC,.01,T,2W,F,F,11/07/2020,00:19:28,.454469580
4,-3.755666055927e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0300025753677,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:29,.144844800
5,-8.369215320769e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0521639622748,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:29,.814864240
6,-5.248436685257e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0499993488193,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:30,.815929360
7,-4.349423043948e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0613357238472,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:31,.485961460
8,-2.687091868459e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0683353841305,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:32,.673265420
9,1.686306649873e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0799960866570,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:33,.674312300
10,-1.066864652177e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0867616683245,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:34,.344357780
11,6.428102494738e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.0962058156729,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:35,.531665180
12,-3.402314541212e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1066552549601,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:36,.718988420
13,-1.812961863967e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1199957579374,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:37,.720056280
14,1.052291656589e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1257146894932,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:38,.390132460
15,-8.833959258547e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1373632103205,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:39,.577453380
16,7.454007029672e-12,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1472872495651,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:40,.764732900
17,4.188676905326e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1599957644939,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:41,.765810420
18,9.133073464174e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1670345067978,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:42,.435869400
19,-3.212938942676e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1783213764429,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:43,.623170540
20,2.100495888335e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1899966746569,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:44,.624238480
21,-2.692824851991e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.1994521468878,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:45,.294313940
22,1.372127828025e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2054184228182,Volt DC,.1,T,2W,F,F,11/07/2020,00:19:46,.481599380
23,4.962976904443e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2153261601925,Volt DC,1,T,2W,F,F,11/07/2020,00:19:47,.358167900
24,1.786502196177e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2300142943859,Volt DC,1,T,2W,F,F,11/07/2020,00:19:48,.359263600
25,1.81094340912e-11,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2338731139898,Volt DC,1,T,2W,F,F,11/07/2020,00:19:49,.029340980
26,1.957365103333e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2429717332125,Volt DC,1,T,2W,F,F,11/07/2020,00:19:50,.216643760
27,3.089966893466e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2509336173534,Volt DC,1,T,2W,F,F,11/07/2020,00:19:51,.403940500
28,-1.296650425919e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2699914574623,Volt DC,1,T,2W,F,F,11/07/2020,00:19:52,.404995340
29,3.751936261676e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2701265811920,Volt DC,1,T,2W,F,F,11/07/2020,00:19:53,.075041120
30,3.898911471456e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2783191502094,Volt DC,1,T,2W,F,F,11/07/2020,00:19:54,.262346980
31,-1.796368054308e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2999824285507,Volt DC,1,T,2W,F,F,11/07/2020,00:19:55,.263423800
32,5.848678208409e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.2961853444576,Volt DC,1,T,2W,F,F,11/07/2020,00:19:55,.933468460
33,5.125848079324e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3050279617310,Volt DC,1,T,2W,F,F,11/07/2020,00:19:57,.120745960
34,8.102477022653e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3103751540184,Volt DC,1,T,2W,F,F,11/07/2020,00:19:58,.308017280
35,4.35851181535e-12,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3399837911129,Volt DC,1,T,2W,F,F,11/07/2020,00:19:59,.309080000
36,5.861940932661e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3322288691998,Volt DC,1,T,2W,F,F,11/07/2020,00:19:59,.979121340
37,2.016655287207e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3161091208458,Volt DC,1,T,2W,F,F,11/07/2020,00:20:01,.166459260
38,1.773738239619e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3700051009655,Volt DC,1,T,2W,F,F,11/07/2020,00:20:02,.167526460
39,1.236270530391e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3584966063499,Volt DC,1,T,2W,F,F,11/07/2020,00:20:02,.837587040
40,2.886936467661e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3409854769707,Volt DC,1,T,2W,F,F,11/07/2020,00:20:04,.024923320
41,8.431576548062e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.3811804056168,Volt DC,1,T,2W,F,F,11/07/2020,00:20:05,.212216000
42,-2.006338151173e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4099912643433,Volt DC,1,T,2W,F,F,11/07/2020,00:20:06,.213294680
43,5.357080334889e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4100361466408,Volt DC,1,T,2W,F,F,11/07/2020,00:20:06,.883332100
44,5.568510652587e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4083753228188,Volt DC,1,T,2W,F,F,11/07/2020,00:20:08,.070638680
45,6.97653324e-10,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4233698546886,Volt DC,1,T,2W,F,F,11/07/2020,00:20:09,.257914980
46,1.09176456764e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4199427664280,Volt DC,1,T,2W,F,F,11/07/2020,00:20:10,.445198900
47,-3.119371705385e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4599904417992,Volt DC,1,T,2W,F,F,11/07/2020,00:20:11,.446299680
48,1.605697019791e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4283825457096,Volt DC,1,T,2W,F,F,11/07/2020,00:20:12,.116347080
49,1.726005560698e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4338293671608,Volt DC,1,T,2W,F,F,11/07/2020,00:20:13,.303654020
50,1.612484701319e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4490368962288,Volt DC,1,T,2W,F,F,11/07/2020,00:20:14,.490961220
51,2.011686150993e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4501104056835,Volt DC,1,T,2W,F,F,11/07/2020,00:20:15,.678229680
52,-3.64780428086e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5099752545357,Volt DC,1,T,2W,F,F,11/07/2020,00:20:16,.679294200
53,1.739098975939e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4761521816254,Volt DC,1,T,2W,F,F,11/07/2020,00:20:17,.349321080
54,1.630632961991e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4837845861912,Volt DC,1,T,2W,F,F,11/07/2020,00:20:18,.536640960
55,1.819216666199e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.4912493824959,Volt DC,1,T,2W,F,F,11/07/2020,00:20:19,.723884700
56,9.619523233528e-11,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5499947071075,Volt DC,1,T,2W,F,F,11/07/2020,00:20:20,.725006380
57,1.846064190403e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5069044828415,Volt DC,1,T,2W,F,F,11/07/2020,00:20:21,.395032520
58,2.216854477766e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5111337304115,Volt DC,1,T,2W,F,F,11/07/2020,00:20:22,.582316420
59,2.28681651393e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5090067386627,Volt DC,1,T,2W,F,F,11/07/2020,00:20:23,.769596420
60,3.480997490257e-09,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5899820923805,Volt DC,1,T,2W,F,F,11/07/2020,00:20:24,.770672080
61,2.50453902062e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5507600307465,Volt DC,1,T,2W,F,F,11/07/2020,00:20:25,.440701980
62,1.900030577318e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5571307539940,Volt DC,1,T,2W,F,F,11/07/2020,00:20:26,.627987140
63,3.128640901906e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5444687604904,Volt DC,1,T,2W,F,F,11/07/2020,00:20:27,.815266380
64,2.470963877954e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5630127787590,Volt DC,1,T,2W,F,F,11/07/2020,00:20:29,.002541680
65,-4.66827376755e-09,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6399773955345,Volt DC,1,T,2W,F,F,11/07/2020,00:20:30,.003591680
66,1.153501960616e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5459690093994,Volt DC,1,T,2W,F,F,11/07/2020,00:20:30,.673619020
67,3.136543913485e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.5881159305573,Volt DC,1,T,2W,F,F,11/07/2020,00:20:32,.043456660
68,2.864077419673e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6243555545807,Volt DC,1,T,2W,F,F,11/07/2020,00:20:33,.230720400
69,1.930408499717e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6261689662933,Volt DC,1,T,2W,F,F,11/07/2020,00:20:34,.417992080
70,-4.164115163796e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6899930834770,Volt DC,1,T,2W,F,F,11/07/2020,00:20:35,.419088660
71,2.265197363016e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6441699266434,Volt DC,1,T,2W,F,F,11/07/2020,00:20:36,.089191400
72,2.292960266104e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6509637236595,Volt DC,1,T,2W,F,F,11/07/2020,00:20:37,.276486140
73,2.238199181548e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6615068316460,Volt DC,1,T,2W,F,F,11/07/2020,00:20:38,.463733300
74,-2.120574549291e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7299904823303,Volt DC,1,T,2W,F,F,11/07/2020,00:20:39,.464793440
75,2.185813974265e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6749907732010,Volt DC,1,T,2W,F,F,11/07/2020,00:20:40,.134859840
76,2.920842012699e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6792390942574,Volt DC,1,T,2W,F,F,11/07/2020,00:20:41,.322111980
77,2.923337127925e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.6826025247574,Volt DC,1,T,2W,F,F,11/07/2020,00:20:42,.509369580
78,-1.977616126414e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7699818611145,Volt DC,1,T,2W,F,F,11/07/2020,00:20:43,.510445760
79,2.967724288538e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7033733129501,Volt DC,1,T,2W,F,F,11/07/2020,00:20:44,.180491580
80,3.097349488002e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7062031626701,Volt DC,1,T,2W,F,F,11/07/2020,00:20:45,.367771300
81,-2.368198137592e-10,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7999644279480,Volt DC,1,T,2W,F,F,11/07/2020,00:20:46,.368870360
82,3.198807885241e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7279849648476,Volt DC,1,T,2W,F,F,11/07/2020,00:20:47,.038915800
83,3.86324749968e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7146625518799,Volt DC,1,T,2W,F,F,11/07/2020,00:20:48,.226213180
84,-1.294328866308e-09,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.8299591541290,Volt DC,1,T,2W,F,F,11/07/2020,00:20:49,.227317180
85,3.945166415775e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7377378344536,Volt DC,1,T,2W,F,F,11/07/2020,00:20:49,.897348200
86,3.572099727123e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7548416852951,Volt DC,1,T,2W,F,F,11/07/2020,00:20:51,.084652940
87,5.084878296202e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7467283606529,Volt DC,1,T,2W,F,F,11/07/2020,00:20:52,.271920000
88,5.053721885417e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7496712207794,Volt DC,1,T,2W,F,F,11/07/2020,00:20:53,.459148560
89,2.997752046596e-09,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.8799867630005,Volt DC,1,T,2W,F,F,11/07/2020,00:20:54,.460219460
90,6.988244649619e-09,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7598221898079,Volt DC,1,T,2W,F,F,11/07/2020,00:20:55,.130242500
91,1.015914019575e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7494074702263,Volt DC,1,T,2W,F,F,11/07/2020,00:20:55,.625114240
92,1.963925733151e-08,Amp DC,.0000001,5.5,F,F,F,F,F,F,Front,F,Main,0.7072241306305,Volt DC,1,T,2W,F,F,11/07/2020,00:20:56,.119953340
93,5.750035469987e-08,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.9199714064598,Volt DC,1,T,2W,F,F,11/07/2020,00:20:57,.120967380
94,1.331452637032e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.9299674630165,Volt DC,1,T,2W,F,F,11/07/2020,00:20:57,.221472320
95,3.205350367352e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.9399604797363,Volt DC,1,T,2W,F,F,11/07/2020,00:20:57,.321940120
96,7.997492161849e-07,Amp DC,.000001,5.5,F,F,F,F,F,F,Front,F,Main,0.9499416947365,Volt DC,1,T,2W,F,F,11/07/2020,00:20:57,.422390100
97,2.066471779472e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.9599530100822,Volt DC,1,T,2W,F,F,11/07/2020,00:20:57,.840474200
98,5.333040007827e-06,Amp DC,.00001,5.5,F,F,F,F,F,F,Front,F,Main,0.9699357151985,Volt DC,1,T,2W,F,F,11/07/2020,00:20:57,.925221380
