3.176563501399999989e+00,9.999791473099999274e-06
3.225069999700000078e+00,1.999983760500000028e-05
3.254836797699999895e+00,2.999925709400000134e-05
3.276626110100000044e+00,4.000069384299999867e-05
3.294040918399999907e+00,4.999965312900000059e-05
3.308703899400000203e+00,5.999868881200000255e-05
3.321469068499999899e+00,6.999941251700000228e-05
3.332831382799999798e+00,7.999938679900000615e-05
3.343138456300000172e+00,8.999786223300000414e-05
3.352597951899999984e+00,9.999865142200000127e-05
3.361257076299999813e+00,1.100034132799999952e-04
3.369457483300000167e+00,1.200066544699999934e-04
3.377176523200000169e+00,1.300058793299999950e-04
3.384479999499999892e+00,1.400065666500000081e-04
3.391417503400000033e+00,1.499914796999999992e-04
3.398040056200000159e+00,1.599982933799999900e-04
3.404379844700000213e+00,1.699990243699999923e-04
3.410451412200000032e+00,1.800004247299999882e-04
3.416304588300000056e+00,1.900053321199999938e-04
3.421921491600000031e+00,2.000022359400000004e-04
3.427358865700000035e+00,2.100040001099999986e-04
3.432596921900000098e+00,2.199945156499999888e-04
3.437673568700000182e+00,2.299926563899999871e-04
3.442596673999999801e+00,2.399984950900000043e-04
3.447371959699999877e+00,2.500017289999999811e-04
3.451999902699999900e+00,2.600003499499999992e-04
3.456514120100000031e+00,2.700009208600000188e-04
3.460900545099999892e+00,2.800063230100000022e-04
3.465160846699999908e+00,2.900065446700000080e-04
3.469304561600000003e+00,2.999903517800000196e-04
3.473363637899999912e+00,3.099965688300000211e-04
3.477312088000000134e+00,3.200006322000000045e-04
3.481149673500000041e+00,3.299979434800000234e-04
3.484896898300000156e+00,3.400000860000000060e-04
3.488565921799999803e+00,3.500025486600000018e-04
3.492145299900000222e+00,3.600020718300000100e-04
3.495644330999999827e+00,3.700084343999999787e-04
3.499066352799999891e+00,3.799938713200000026e-04
3.502407074000000176e+00,3.899936564299999746e-04
3.505681037900000074e+00,3.999990876799999827e-04
3.508874416399999863e+00,4.100003570799999999e-04
3.512002706500000127e+00,4.199983959600000170e-04
3.515074014700000138e+00,4.300037981000000243e-04
3.518079280899999883e+00,4.400066391100000045e-04
3.521030664400000010e+00,4.500072391199999946e-04
3.523912429800000190e+00,4.599941312299999849e-04
3.526748180399999821e+00,4.699953133200000062e-04
3.529515504799999981e+00,4.799937305500000077e-04
3.532237052899999785e+00,4.899995401500000002e-04
3.534915685700000143e+00,4.999986267599999985e-04
3.537536859499999853e+00,5.100001581000000337e-04
3.540110349699999936e+00,5.200056475600000130e-04
3.542632341400000051e+00,5.299929762300000131e-04
3.545142650599999889e+00,5.399906658600000164e-04
3.547572374300000053e+00,5.499936523799999876e-04
3.549986839299999808e+00,5.599944270200000540e-04
3.552352428399999873e+00,5.699922330699999998e-04
3.554692268400000188e+00,5.800024373500000004e-04
3.556989431399999901e+00,5.900014657500000275e-04
3.559245348000000142e+00,6.000010762399999534e-04
3.561467170699999851e+00,6.099897436799999774e-04
3.563645839699999929e+00,6.199873751000000094e-04
3.565804719900000030e+00,6.299863452999999872e-04
3.567936420400000141e+00,6.399899139099999657e-04
3.570043802299999847e+00,6.499956943999999574e-04
3.572120428099999856e+00,6.599954213000000123e-04
3.574160814299999878e+00,6.699988734900000483e-04
3.576179504400000209e+00,6.800002301999999530e-04
3.578159332299999829e+00,6.899819709400000509e-04
3.580128908199999849e+00,6.999868783200000532e-04
3.582057714499999879e+00,7.099910872099999496e-04
3.583966493600000192e+00,7.199915708000000514e-04
3.585859060299999790e+00,7.299937424200000045e-04
3.587723732000000165e+00,7.400004542399999871e-04
3.589569568599999982e+00,7.499940111299999461e-04
3.591390371300000162e+00,7.599969394499999763e-04
3.593177318600000003e+00,7.699841517000000340e-04
3.594960451099999954e+00,7.799834129399999460e-04
3.596723556500000196e+00,7.899872143799999960e-04
3.598460197400000116e+00,7.999922381700000189e-04
3.600164651900000123e+00,8.099884726099999474e-04
3.601869583100000050e+00,8.199919830099999547e-04
3.603558778800000084e+00,8.299945038699999998e-04
3.605213403700000097e+00,8.399797370700000073e-04
3.606857538199999880e+00,8.499814430300000343e-04
3.608475923499999904e+00,8.599860011600000227e-04
3.610084772100000006e+00,8.699872996699999864e-04
3.611684560800000110e+00,8.799869101499999905e-04
3.613256931300000030e+00,8.899894310199999575e-04
3.614809989899999909e+00,8.999950951000000371e-04
3.616348504999999935e+00,9.099921444399999837e-04
3.617875099199999944e+00,9.199805208499999953e-04
3.619403123900000185e+00,9.299829835099999911e-04
3.620899915699999916e+00,9.399810223799999779e-04
3.622384309800000146e+00,9.499883162800000459e-04
3.623859643899999927e+00,9.599869954399999810e-04
3.625308036799999911e+00,9.699852671499999612e-04
3.626748800300000131e+00,9.799905819800000268e-04
3.628183126400000180e+00,9.899949654899999150e-04
3.629595756500000103e+00,9.999774629300000901e-04
3.631003141399999912e+00,1.009985688100000075e-03
3.632399082200000073e+00,1.019985880700000069e-03
3.633771181100000192e+00,1.029983162900000070e-03
3.635138034800000195e+00,1.039986265799999971e-03
3.636476039899999790e+00,1.049985876300000035e-03
3.638253688799999885e+00,1.060054870299999979e-03
3.639151573199999934e+00,1.069955178499999975e-03
3.640425205200000125e+00,1.080063637299999912e-03
3.641697645199999833e+00,1.089958008399999909e-03
3.642990112300000138e+00,1.100004068599999942e-03
3.644280910500000026e+00,1.110068755200000054e-03
3.645540714300000040e+00,1.119998749299999955e-03
3.646803617499999817e+00,1.130068907499999975e-03
3.648039341000000046e+00,1.139930682300000072e-03
3.649287700699999970e+00,1.150002004600000080e-03
3.650545358700000076e+00,1.160111511099999907e-03
3.651764154399999907e+00,1.170020201199999934e-03
3.652991533299999816e+00,1.180088380400000055e-03
3.654190063500000196e+00,1.189946313400000065e-03
3.655411004999999935e+00,1.200016704400000064e-03
3.656610965700000104e+00,1.210096175799999906e-03
3.657790184000000000e+00,1.219997880999999958e-03
3.658972263299999916e+00,1.230031950399999938e-03
3.660129547099999936e+00,1.239942736000000049e-03
3.661303997000000088e+00,1.250037807000000094e-03
3.662471055999999781e+00,1.260111224799999969e-03
