#Thorlabs FTS
[SpectrumHeader]
#Date;20201123
#Time;11341558
#GMTTime;11341558
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;29.250000
#TriggerMode;0
#InterferometerSerial;M00492351
#Source;
#AirMeasureOpt;0
#WnrMin;9861.338867
#WnrMax;50589.066406
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.976711731e+02;-2.410947054e-04
1.978697968e+02;1.543456805e-03
1.980684357e+02;9.486062918e-04
1.982670898e+02;9.215676109e-04
1.984657593e+02;1.029722276e-03
1.986644592e+02;2.726397943e-04
1.988631744e+02;1.381224836e-03
1.990619049e+02;1.381224836e-03
1.992606506e+02;1.327147475e-03
1.994594116e+02;-4.303653259e-04
1.996582031e+02;-7.007519016e-04
1.998570099e+02;7.322970196e-04
2.000558319e+02;1.624572789e-03
2.002546692e+02;-2.410947054e-04
2.004535217e+02;5.430263700e-04
2.006523895e+02;2.030152595e-03
2.008512878e+02;7.593356422e-04
2.010502014e+02;8.674903074e-04
2.012491302e+02;-1.329400693e-04
2.014480743e+02;-2.478543684e-05
2.016470490e+02;1.246031490e-03
2.018460236e+02;1.570495428e-03
2.020450287e+02;5.159877473e-04
2.022440491e+02;8.134130039e-04
2.024430847e+02;5.700650509e-04
2.026421509e+02;8.404516266e-04
2.028412170e+02;8.134130039e-04
2.030403137e+02;1.110838261e-03
2.032394257e+02;1.273070229e-03
2.034385529e+02;-1.944530173e-03
2.036376953e+02;1.002683537e-03
2.038368683e+02;8.336919564e-05
2.040360565e+02;2.996784751e-04
2.042352600e+02;-4.574039776e-04
2.044344788e+02;1.678650035e-03
2.046337128e+02;-1.160409069e-03
2.048329620e+02;2.138307318e-03
2.050322418e+02;1.489379443e-03
2.052315369e+02;1.949036610e-03
2.054308472e+02;1.164915506e-03
2.056301727e+02;1.651611412e-03
2.058295135e+02;1.300108852e-03
2.060288849e+02;1.732727396e-03
2.062282562e+02;1.104078547e-04
2.064276581e+02;-3.762879933e-04
2.066270752e+02;8.336919564e-05
