#Thorlabs FTS
[SpectrumHeader]
#Date;20201123
#Time;11302313
#GMTTime;11302313
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;29.250000
#TriggerMode;0
#InterferometerSerial;M00492351
#Source;
#AirMeasureOpt;0
#WnrMin;9861.338867
#WnrMax;50589.066406
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.976711731e+02;-1.058870985e-04
1.978697968e+02;1.543248072e-03
1.980684357e+02;7.051629946e-04
1.982670898e+02;1.056618057e-03
1.984657593e+02;2.543543233e-03
1.986644592e+02;-2.025372349e-03
1.988631744e+02;2.455679351e-04
1.990619049e+02;6.510930252e-04
1.992606506e+02;-1.944267307e-03
1.994594116e+02;1.002548030e-03
1.996582031e+02;2.543543233e-03
1.998570099e+02;-1.106182230e-03
2.000558319e+02;7.051629946e-04
2.002546692e+02;2.185329504e-04
2.004535217e+02;6.510930252e-04
2.006523895e+02;-5.925171426e-04
2.008512878e+02;7.592330221e-04
2.010502014e+02;-1.160252257e-03
2.012491302e+02;1.299933065e-03
2.014480743e+02;1.975808293e-03
2.016470490e+02;1.002548030e-03
2.018460236e+02;5.632292232e-05
2.020450287e+02;2.928792128e-05
2.022440491e+02;6.781279808e-04
2.024430847e+02;-7.547271671e-04
2.026421509e+02;1.245863037e-03
2.028412170e+02;1.786563196e-03
2.030403137e+02;2.996379626e-04
2.032394257e+02;2.570578363e-03
2.034385529e+02;-7.547271671e-04
2.036376953e+02;2.185329504e-04
2.038368683e+02;-2.140271099e-04
2.040360565e+02;1.056618057e-03
2.042352600e+02;-4.303071473e-04
2.044344788e+02;-4.843771458e-04
2.046337128e+02;5.429529701e-04
2.048329620e+02;1.759528182e-03
