1.008268713999999955e+00,1.046658690000000021e-05
2.662818431899999894e+00,2.000023596299999880e-05
2.698603630100000039e+00,2.999968273800000080e-05
2.715004682500000044e+00,4.000147964700000018e-05
2.735599517799999880e+00,5.000048986399999976e-05
2.747781753499999979e+00,5.999973654999999983e-05
2.757708549500000217e+00,7.000054029000000284e-05
2.766047716100000109e+00,8.000062371099999530e-05
2.773175239600000008e+00,8.999929559600000552e-05
2.779462099099999861e+00,1.000002812400000026e-04
2.784889698000000191e+00,1.100063600500000041e-04
2.789870500600000192e+00,1.200100086899999978e-04
2.794386386899999852e+00,1.300093281299999999e-04
2.798516750300000133e+00,1.400097680700000105e-04
2.802319526699999841e+00,1.499951904399999950e-04
2.805873870800000169e+00,1.600020186699999982e-04
2.809073448199999934e+00,1.700028224100000080e-04
2.812228202800000076e+00,1.800048194099999963e-04
2.814589977299999823e+00,1.900099305199999913e-04
2.817857742300000190e+00,2.000067033799999921e-04
2.820452213299999844e+00,2.100085839600000109e-04
2.822914600399999863e+00,2.199992304700000101e-04
2.825238466300000084e+00,2.299976331399999961e-04
2.827464103700000120e+00,2.400030935000000050e-04
2.829612255099999807e+00,2.500077534900000016e-04
2.831659793900000111e+00,2.600061125099999777e-04
2.833659410500000142e+00,2.700064505899999801e-04
2.835544586200000161e+00,2.800117945299999923e-04
2.837369203599999778e+00,2.900124236499999832e-04
2.839138984699999924e+00,2.999965217900000072e-04
2.840857505799999849e+00,3.100030298799999972e-04
2.842513084400000167e+00,3.200065111700000037e-04
2.844120264099999851e+00,3.300046664700000175e-04
2.845667600600000124e+00,3.400061104900000265e-04
2.847199439999999804e+00,3.500093007500000206e-04
2.848681926699999867e+00,3.600082418399999976e-04
2.850106239300000066e+00,3.700154775299999859e-04
2.851521015199999898e+00,3.800009144500000099e-04
2.852892398799999896e+00,3.900008741799999737e-04
2.854234457000000003e+00,4.000070039199999793e-04
2.855540513999999863e+00,4.100078949700000121e-04
2.856816530200000148e+00,4.200059338499999751e-04
2.858062028900000051e+00,4.300114524099999790e-04
2.859249114999999897e+00,4.400145553500000011e-04
2.860504627200000094e+00,4.500152717799999879e-04
2.861641645400000211e+00,4.600026877599999839e-04
2.862831115700000151e+00,4.700038407499999805e-04
2.863965988199999924e+00,4.800017923100000257e-04
2.865083694500000000e+00,4.900076310200000189e-04
2.866186142000000103e+00,5.000071832900000518e-04
2.867260456099999910e+00,5.100092967000000336e-04
2.868326902400000211e+00,5.200144951199999702e-04
2.869364023200000169e+00,5.300022894500000048e-04
2.870403289800000035e+00,5.400003865399999933e-04
2.871349573099999830e+00,5.500022089100000408e-04
2.872410535799999831e+00,5.600039148699999594e-04
2.873395919800000087e+00,5.700018373300000342e-04
2.874374151200000060e+00,5.800127401000000323e-04
2.875326156599999905e+00,5.900114192599999674e-04
2.876267910000000150e+00,6.000112043699999936e-04
2.877205371900000141e+00,6.100004538899999945e-04
2.878118276599999970e+00,6.199983763499999608e-04
2.879032611800000030e+00,6.299967062700000207e-04
2.879893779800000164e+00,6.400016718499999639e-04
2.880815744399999989e+00,6.500067538599999884e-04
2.881693363200000135e+00,6.600068300000000270e-04
2.882558822600000070e+00,6.700102821899999546e-04
2.883424043699999828e+00,6.800117553200000185e-04
2.884258985499999817e+00,6.899936706799999998e-04
2.885102987299999810e+00,6.999989855099999570e-04
2.885908365200000159e+00,7.100026123199999848e-04
2.886765003199999846e+00,7.200045511099999749e-04
2.887562274900000059e+00,7.300065481100000446e-04
2.888386249499999892e+00,7.400133763400000477e-04
2.889183998100000039e+00,7.500064093600000009e-04
2.889970064199999911e+00,7.600085809799999540e-04
2.890756607100000153e+00,7.699965499299999804e-04
2.891536235799999854e+00,7.799964514599999491e-04
2.892302751499999935e+00,7.900003111000000484e-04
2.893040895499999987e+00,8.000056259300000056e-04
2.893831491499999853e+00,8.100029081100000540e-04
2.894575357399999938e+00,8.200060110499999676e-04
2.895317792899999798e+00,8.300085901300000143e-04
2.896052122099999959e+00,8.399928920000000309e-04
2.896786212899999935e+00,8.499950054100000128e-04
2.897512674300000146e+00,8.600004948699999921e-04
2.898238897300000172e+00,8.700029575299999878e-04
2.898956775699999877e+00,8.800025098000000207e-04
2.899643659600000145e+00,8.900053799200000016e-04
2.900365352600000168e+00,9.000098798400000188e-04
2.901076555299999971e+00,9.100074530600000015e-04
2.901767492299999862e+00,9.199963533299999885e-04
2.902457952499999827e+00,9.299988741999999555e-04
2.903138875999999868e+00,9.399966220400000384e-04
2.903820276299999836e+00,9.500045562200000243e-04
2.904496669799999875e+00,9.600022458500000275e-04
2.905171632800000125e+00,9.700009832200000423e-04
2.905843973200000097e+00,9.800067637100000340e-04
2.906503677399999930e+00,9.900114964699999361e-04
2.907166242599999784e+00,9.999943431500000948e-04
2.907813072200000182e+00,1.010002335500000039e-03
2.908468246500000021e+00,1.020002993800000080e-03
2.909115791300000087e+00,1.029999926699999915e-03
2.909765005100000135e+00,1.040003029600000033e-03
2.910388231299999795e+00,1.050003222200000027e-03
2.911017417900000126e+00,1.060088397900000104e-03
2.911585569400000129e+00,1.069990685200000085e-03
2.912212848699999856e+00,1.080095302300000020e-03
2.912825822799999909e+00,1.089993282199999951e-03
2.913450956300000172e+00,1.100037829000000047e-03
2.914071083100000070e+00,1.110102282799999961e-03
2.914687633499999819e+00,1.120034256000000065e-03
2.915293455100000042e+00,1.130105927600000022e-03
2.915901422500000173e+00,1.139966188900000095e-03
2.916512489300000066e+00,1.150039373899999990e-03
2.917124509799999821e+00,1.160146785000000036e-03
2.917721271500000046e+00,1.170055242300000083e-03
2.918318271600000013e+00,1.180121907999999963e-03
2.918909549699999939e+00,1.189979724600000090e-03
2.919500112500000188e+00,1.200051279700000079e-03
2.920100927400000046e+00,1.210135873400000096e-03
2.920682907099999781e+00,1.220036065199999993e-03
2.921264171599999848e+00,1.230071531600000030e-03
2.921835660899999798e+00,1.239980803799999986e-03
2.922427892700000029e+00,1.250079250900000072e-03
2.923009634000000023e+00,1.260145683799999972e-03
2.923565626099999815e+00,1.270013162900000088e-03
2.924147367499999817e+00,1.280080643500000094e-03
2.924696683900000149e+00,1.289964420700000008e-03
2.925281286200000164e+00,1.300028758100000041e-03
2.925842761999999819e+00,1.310067949799999980e-03
2.926403999300000169e+00,1.319979201099999921e-03
2.926963806199999851e+00,1.330046216000000097e-03
2.927512884099999990e+00,1.339979586200000039e-03
2.928079128299999834e+00,1.350051490599999977e-03
2.928633451500000096e+00,1.360081601900000074e-03
2.929180383699999890e+00,1.369987847299999938e-03
2.929729700099999778e+00,1.380075467800000047e-03
2.930276870700000202e+00,1.389980083300000006e-03
2.930822134000000023e+00,1.400017761600000007e-03
2.931373119399999894e+00,1.410079770699999976e-03
2.931910276400000015e+00,1.420028624100000024e-03
2.932453393899999927e+00,1.430091680999999969e-03
2.932985544200000128e+00,1.439955784000000044e-03
2.933524847000000157e+00,1.450024545200000008e-03
2.934050798399999938e+00,1.459938706800000072e-03
2.934582710299999952e+00,1.470026909399999894e-03
2.935118913700000221e+00,1.480097766000000072e-03
2.935641288799999860e+00,1.489963731700000033e-03
2.936176061599999887e+00,1.500032609300000095e-03
2.936695814100000135e+00,1.509977271800000062e-03
2.937212228799999991e+00,1.520037418199999928e-03
2.937746524800000092e+00,1.530082314299999972e-03
2.938258647900000131e+00,1.539979595700000092e-03
2.938777923600000008e+00,1.550064422200000090e-03
2.939288854600000001e+00,1.559966476600000004e-03
2.939812183399999945e+00,1.570001710200000060e-03
2.940325260199999846e+00,1.580066513299999923e-03
2.940839052199999859e+00,1.590012922000000025e-03
2.941345214800000107e+00,1.600074814600000025e-03
2.941855192199999802e+00,1.609987462900000022e-03
2.942363739000000145e+00,1.620019203999999938e-03
2.942867517499999863e+00,1.630082260800000014e-03
2.943380355800000014e+00,1.640026457599999933e-03
2.943881034899999971e+00,1.650085672700000007e-03
2.944373369200000035e+00,1.659955596599999939e-03
2.944880962400000080e+00,1.670029829299999940e-03
2.945383548700000187e+00,1.680145855099999998e-03
2.945875406299999888e+00,1.690040342500000008e-03
2.946371793700000019e+00,1.700077904399999911e-03
2.946864843400000211e+00,1.709985895999999910e-03
2.947361707699999833e+00,1.720073167200000070e-03
2.947856187799999805e+00,1.730136806100000075e-03
2.948338031800000092e+00,1.740001025599999902e-03
2.948834180800000038e+00,1.750079798499999933e-03
